mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0202W0423_BAC009S0521W0132,S0202,F,S0521,F
BAC009S0343W0390_BAC009S0238W0399,S0343,F,S0238,F
BAC009S0031W0209_BAC009S0241W0215,S0031,M,S0241,F
BAC009S0230W0347_BAC009S0113W0146,S0230,F,S0113,M
BAC009S0188W0229_BAC009S0160W0199,S0188,F,S0160,F
BAC009S0712W0324_BAC009S0127W0404,S0712,M,S0127,F
BAC009S0354W0483_BAC009S0062W0304,S0354,F,S0062,M
BAC009S0177W0305_BAC009S0515W0202,S0177,F,S0515,F
BAC009S0146W0386_BAC009S0194W0185,S0146,F,S0194,F
BAC009S0716W0352_BAC009S0091W0219,S0716,M,S0091,M
BAC009S0360W0213_BAC009S0660W0174,S0360,F,S0660,F
BAC009S0251W0482_BAC009S0704W0348,S0251,M,S0704,M
BAC009S0059W0220_BAC009S0722W0133,S0059,M,S0722,M
BAC009S0517W0126_BAC009S0518W0271,S0517,F,S0518,F
BAC009S0519W0192_BAC009S0126W0225,S0519,F,S0126,F
BAC009S0081W0344_BAC009S0099W0135,S0081,M,S0099,M
BAC009S0083W0347_BAC009S0185W0476,S0083,M,S0185,F
BAC009S0040W0297_BAC009S0002W0380,S0040,M,S0002,M
BAC009S0222W0422_BAC009S0092W0379,S0222,F,S0092,M
BAC009S0230W0448_BAC009S0228W0451,S0230,F,S0228,F
BAC009S0598W0235_BAC009S0518W0280,S0598,M,S0518,F
BAC009S0722W0175_BAC009S0070W0186,S0722,M,S0070,M
BAC009S0221W0375_BAC009S0064W0145,S0221,F,S0064,M
BAC009S0422W0451_BAC009S0176W0216,S0422,M,S0176,F
BAC009S0707W0348_BAC009S0113W0456,S0707,M,S0113,M
BAC009S0251W0229_BAC009S0136W0218,S0251,M,S0136,F
BAC009S0227W0340_BAC009S0663W0340,S0227,F,S0663,F
BAC009S0720W0472_BAC009S0066W0463,S0720,M,S0066,M
BAC009S0188W0258_BAC009S0177W0324,S0188,F,S0177,F
BAC009S0128W0232_BAC009S0220W0301,S0128,F,S0220,F
BAC009S0025W0313_BAC009S0102W0343,S0025,M,S0102,M
BAC009S0356W0407_BAC009S0514W0174,S0356,F,S0514,F
BAC009S0722W0253_BAC009S0024W0391,S0722,M,S0024,M
BAC009S0339W0182_BAC009S0142W0213,S0339,F,S0142,F
BAC009S0200W0417_BAC009S0026W0231,S0200,F,S0026,M
BAC009S0357W0377_BAC009S0164W0485,S0357,F,S0164,F
BAC009S0198W0482_BAC009S0164W0209,S0198,F,S0164,F
BAC009S0598W0223_BAC009S0079W0441,S0598,M,S0079,M
BAC009S0095W0380_BAC009S0083W0168,S0095,M,S0083,M
BAC009S0147W0187_BAC009S0075W0151,S0147,F,S0075,M
BAC009S0217W0249_BAC009S0241W0394,S0217,F,S0241,F
BAC009S0116W0463_BAC009S0139W0163,S0116,M,S0139,F
BAC009S0033W0347_BAC009S0111W0134,S0033,M,S0111,M
BAC009S0246W0377_BAC009S0138W0462,S0246,M,S0138,F
BAC009S0711W0123_BAC009S0019W0134,S0711,M,S0019,M
BAC009S0003W0456_BAC009S0227W0290,S0003,M,S0227,F
BAC009S0239W0495_BAC009S0007W0495,S0239,F,S0007,M
BAC009S0659W0246_BAC009S0040W0153,S0659,F,S0040,M
BAC009S0027W0484_BAC009S0362W0434,S0027,M,S0362,F
BAC009S0196W0468_BAC009S0068W0162,S0196,F,S0068,M
BAC009S0147W0266_BAC009S0039W0487,S0147,F,S0039,M
BAC009S0097W0239_BAC009S0151W0421,S0097,M,S0151,F
BAC009S0049W0214_BAC009S0061W0217,S0049,M,S0061,M
BAC009S0121W0228_BAC009S0666W0231,S0121,M,S0666,F
BAC009S0203W0322_BAC009S0597W0174,S0203,F,S0597,M
BAC009S0242W0395_BAC009S0038W0214,S0242,F,S0038,M
BAC009S0232W0304_BAC009S0142W0186,S0232,F,S0142,F
BAC009S0036W0452_BAC009S0665W0262,S0036,M,S0665,F
BAC009S0596W0336_BAC009S0234W0419,S0596,M,S0234,F
BAC009S0225W0157_BAC009S0226W0197,S0225,F,S0226,F
BAC009S0227W0401_BAC009S0703W0153,S0227,F,S0703,M
BAC009S0067W0337_BAC009S0250W0206,S0067,M,S0250,M
BAC009S0133W0438_BAC009S0115W0184,S0133,F,S0115,M
BAC009S0344W0348_BAC009S0193W0147,S0344,F,S0193,F
BAC009S0665W0397_BAC009S0088W0186,S0665,F,S0088,M
BAC009S0137W0224_BAC009S0151W0126,S0137,F,S0151,F
BAC009S0029W0330_BAC009S0229W0245,S0029,M,S0229,F
BAC009S0111W0371_BAC009S0357W0357,S0111,M,S0357,F
BAC009S0125W0444_BAC009S0123W0341,S0125,F,S0123,M
BAC009S0515W0402_BAC009S0242W0272,S0515,F,S0242,F
BAC009S0047W0183_BAC009S0149W0153,S0047,M,S0149,F
BAC009S0216W0446_BAC009S0117W0437,S0216,F,S0117,M
BAC009S0251W0364_BAC009S0363W0164,S0251,M,S0363,F
BAC009S0024W0254_BAC009S0351W0330,S0024,M,S0351,F
BAC009S0509W0286_BAC009S0360W0381,S0509,F,S0360,F
BAC009S0347W0249_BAC009S0721W0206,S0347,F,S0721,M
BAC009S0353W0153_BAC009S0054W0384,S0353,F,S0054,M
BAC009S0204W0455_BAC009S0252W0331,S0204,F,S0252,M
BAC009S0357W0410_BAC009S0201W0258,S0357,F,S0201,F
BAC009S0237W0484_BAC009S0060W0368,S0237,F,S0060,M
BAC009S0210W0260_BAC009S0093W0387,S0210,F,S0093,M
BAC009S0233W0374_BAC009S0077W0126,S0233,F,S0077,M
BAC009S0197W0262_BAC009S0178W0123,S0197,F,S0178,F
BAC009S0073W0225_BAC009S0225W0447,S0073,M,S0225,F
BAC009S0335W0274_BAC009S0205W0396,S0335,F,S0205,F
BAC009S0131W0174_BAC009S0119W0350,S0131,F,S0119,M
BAC009S0165W0156_BAC009S0207W0400,S0165,F,S0207,F
BAC009S0197W0394_BAC009S0516W0275,S0197,F,S0516,F
BAC009S0357W0284_BAC009S0358W0317,S0357,F,S0358,F
BAC009S0659W0490_BAC009S0360W0288,S0659,F,S0360,F
BAC009S0017W0418_BAC009S0701W0385,S0017,M,S0701,M
BAC009S0080W0459_BAC009S0223W0190,S0080,M,S0223,F
BAC009S0716W0185_BAC009S0252W0244,S0716,M,S0252,M
BAC009S0187W0348_BAC009S0037W0388,S0187,F,S0037,M
BAC009S0523W0338_BAC009S0048W0409,S0523,F,S0048,M
BAC009S0107W0410_BAC009S0707W0370,S0107,M,S0707,M
BAC009S0600W0374_BAC009S0521W0265,S0600,M,S0521,F
BAC009S0235W0238_BAC009S0337W0272,S0235,F,S0337,F
BAC009S0172W0291_BAC009S0117W0404,S0172,F,S0117,M
BAC009S0598W0453_BAC009S0150W0344,S0598,M,S0150,F
BAC009S0251W0171_BAC009S0056W0177,S0251,M,S0056,M
BAC009S0336W0201_BAC009S0058W0399,S0336,F,S0058,M
BAC009S0708W0273_BAC009S0103W0450,S0708,M,S0103,M
BAC009S0350W0159_BAC009S0006W0252,S0350,F,S0006,M
BAC009S0520W0373_BAC009S0350W0355,S0520,F,S0350,F
BAC009S0094W0199_BAC009S0007W0157,S0094,M,S0007,M
BAC009S0005W0132_BAC009S0719W0444,S0005,M,S0719,M
BAC009S0219W0314_BAC009S0220W0439,S0219,F,S0220,F
BAC009S0114W0209_BAC009S0704W0143,S0114,M,S0704,M
BAC009S0108W0342_BAC009S0169W0258,S0108,M,S0169,F
BAC009S0423W0324_BAC009S0218W0197,S0423,M,S0218,F
BAC009S0098W0178_BAC009S0353W0244,S0098,M,S0353,F
BAC009S0219W0402_BAC009S0344W0372,S0219,F,S0344,F
BAC009S0224W0155_BAC009S0088W0431,S0224,F,S0088,M
BAC009S0190W0334_BAC009S0064W0267,S0190,F,S0064,M
BAC009S0340W0261_BAC009S0351W0434,S0340,F,S0351,F
BAC009S0007W0221_BAC009S0040W0150,S0007,M,S0040,M
BAC009S0133W0433_BAC009S0218W0315,S0133,F,S0218,F
BAC009S0664W0365_BAC009S0422W0415,S0664,F,S0422,M
BAC009S0100W0191_BAC009S0048W0271,S0100,M,S0048,M
BAC009S0063W0390_BAC009S0237W0367,S0063,M,S0237,F
BAC009S0172W0459_BAC009S0189W0192,S0172,F,S0189,F
BAC009S0345W0334_BAC009S0666W0454,S0345,F,S0666,F
BAC009S0520W0174_BAC009S0032W0313,S0520,F,S0032,M
BAC009S0163W0372_BAC009S0189W0413,S0163,F,S0189,F
BAC009S0065W0280_BAC009S0125W0443,S0065,M,S0125,F
BAC009S0087W0184_BAC009S0085W0188,S0087,M,S0085,M
BAC009S0172W0211_BAC009S0334W0351,S0172,F,S0334,F
BAC009S0348W0460_BAC009S0144W0325,S0348,F,S0144,F
BAC009S0126W0300_BAC009S0028W0431,S0126,F,S0028,M
BAC009S0086W0277_BAC009S0040W0238,S0086,M,S0040,M
BAC009S0013W0386_BAC009S0251W0259,S0013,M,S0251,M
BAC009S0171W0395_BAC009S0363W0296,S0171,F,S0363,F
BAC009S0030W0263_BAC009S0130W0130,S0030,M,S0130,F
BAC009S0189W0452_BAC009S0114W0325,S0189,F,S0114,M
BAC009S0231W0241_BAC009S0002W0184,S0231,F,S0002,M
BAC009S0081W0378_BAC009S0177W0360,S0081,M,S0177,F
BAC009S0020W0395_BAC009S0055W0352,S0020,M,S0055,M
BAC009S0048W0416_BAC009S0703W0339,S0048,M,S0703,M
BAC009S0519W0478_BAC009S0056W0318,S0519,F,S0056,M
BAC009S0055W0480_BAC009S0596W0456,S0055,M,S0596,M
BAC009S0195W0391_BAC009S0145W0495,S0195,F,S0145,F
BAC009S0092W0141_BAC009S0123W0157,S0092,M,S0123,M
BAC009S0100W0398_BAC009S0187W0361,S0100,M,S0187,F
BAC009S0095W0352_BAC009S0596W0406,S0095,M,S0596,M
BAC009S0159W0145_BAC009S0208W0427,S0159,F,S0208,F
BAC009S0130W0335_BAC009S0017W0336,S0130,F,S0017,M
BAC009S0034W0408_BAC009S0661W0232,S0034,M,S0661,F
BAC009S0159W0226_BAC009S0657W0140,S0159,F,S0657,F
BAC009S0228W0244_BAC009S0014W0248,S0228,F,S0014,M
BAC009S0248W0293_BAC009S0210W0209,S0248,M,S0210,F
BAC009S0247W0382_BAC009S0251W0134,S0247,M,S0251,M
BAC009S0710W0242_BAC009S0137W0160,S0710,M,S0137,F
BAC009S0199W0146_BAC009S0233W0375,S0199,F,S0233,F
BAC009S0708W0175_BAC009S0357W0351,S0708,M,S0357,F
BAC009S0719W0159_BAC009S0361W0249,S0719,M,S0361,F
BAC009S0054W0392_BAC009S0034W0295,S0054,M,S0034,M
BAC009S0340W0315_BAC009S0214W0364,S0340,F,S0214,F
BAC009S0227W0213_BAC009S0655W0230,S0227,F,S0655,F
BAC009S0513W0407_BAC009S0079W0342,S0513,F,S0079,M
BAC009S0053W0474_BAC009S0154W0472,S0053,M,S0154,F
BAC009S0131W0373_BAC009S0026W0380,S0131,F,S0026,M
BAC009S0189W0254_BAC009S0237W0463,S0189,F,S0237,F
BAC009S0034W0481_BAC009S0035W0392,S0034,M,S0035,M
BAC009S0136W0459_BAC009S0515W0142,S0136,F,S0515,F
BAC009S0520W0195_BAC009S0125W0145,S0520,F,S0125,F
BAC009S0119W0166_BAC009S0518W0184,S0119,M,S0518,F
BAC009S0708W0170_BAC009S0002W0227,S0708,M,S0002,M
BAC009S0004W0348_BAC009S0173W0477,S0004,M,S0173,F
BAC009S0035W0432_BAC009S0184W0136,S0035,M,S0184,F
BAC009S0039W0485_BAC009S0103W0239,S0039,M,S0103,M
BAC009S0209W0213_BAC009S0167W0391,S0209,F,S0167,F
BAC009S0197W0415_BAC009S0714W0204,S0197,F,S0714,M
BAC009S0083W0413_BAC009S0225W0147,S0083,M,S0225,F
BAC009S0222W0378_BAC009S0719W0124,S0222,F,S0719,M
BAC009S0083W0414_BAC009S0207W0127,S0083,M,S0207,F
BAC009S0111W0386_BAC009S0037W0316,S0111,M,S0037,M
BAC009S0353W0167_BAC009S0123W0453,S0353,F,S0123,M
BAC009S0243W0325_BAC009S0146W0343,S0243,F,S0146,F
BAC009S0007W0399_BAC009S0150W0424,S0007,M,S0150,F
BAC009S0138W0134_BAC009S0716W0250,S0138,F,S0716,M
BAC009S0244W0360_BAC009S0098W0319,S0244,F,S0098,M
BAC009S0190W0417_BAC009S0240W0229,S0190,F,S0240,F
BAC009S0095W0131_BAC009S0657W0459,S0095,M,S0657,F
BAC009S0099W0357_BAC009S0172W0373,S0099,M,S0172,F
BAC009S0340W0397_BAC009S0174W0331,S0340,F,S0174,F
BAC009S0222W0442_BAC009S0242W0394,S0222,F,S0242,F
BAC009S0213W0127_BAC009S0190W0391,S0213,F,S0190,F
BAC009S0143W0422_BAC009S0357W0140,S0143,F,S0357,F
BAC009S0052W0141_BAC009S0033W0121,S0052,M,S0033,M
BAC009S0362W0149_BAC009S0191W0329,S0362,F,S0191,F
BAC009S0056W0173_BAC009S0520W0327,S0056,M,S0520,F
BAC009S0235W0125_BAC009S0128W0319,S0235,F,S0128,F
BAC009S0045W0159_BAC009S0147W0277,S0045,M,S0147,F
BAC009S0200W0305_BAC009S0180W0217,S0200,F,S0180,F
BAC009S0711W0173_BAC009S0012W0274,S0711,M,S0012,M
BAC009S0144W0355_BAC009S0008W0238,S0144,F,S0008,M
BAC009S0174W0123_BAC009S0359W0184,S0174,F,S0359,F
BAC009S0084W0127_BAC009S0659W0396,S0084,M,S0659,F
BAC009S0717W0258_BAC009S0021W0192,S0717,M,S0021,M
BAC009S0150W0176_BAC009S0341W0165,S0150,F,S0341,F
BAC009S0176W0228_BAC009S0342W0442,S0176,F,S0342,F
BAC009S0519W0481_BAC009S0212W0158,S0519,F,S0212,F
BAC009S0249W0359_BAC009S0358W0318,S0249,M,S0358,F
BAC009S0601W0232_BAC009S0056W0148,S0601,M,S0056,M
BAC009S0198W0138_BAC009S0088W0481,S0198,F,S0088,M
BAC009S0363W0264_BAC009S0200W0341,S0363,F,S0200,F
BAC009S0516W0438_BAC009S0099W0179,S0516,F,S0099,M
BAC009S0083W0491_BAC009S0096W0142,S0083,M,S0096,M
BAC009S0048W0162_BAC009S0044W0435,S0048,M,S0044,M
BAC009S0113W0142_BAC009S0600W0283,S0113,M,S0600,M
BAC009S0114W0487_BAC009S0721W0150,S0114,M,S0721,M
BAC009S0174W0305_BAC009S0720W0337,S0174,F,S0720,M
BAC009S0356W0154_BAC009S0660W0341,S0356,F,S0660,F
BAC009S0153W0360_BAC009S0359W0316,S0153,F,S0359,F
BAC009S0701W0317_BAC009S0152W0172,S0701,M,S0152,F
BAC009S0516W0374_BAC009S0250W0248,S0516,F,S0250,M
BAC009S0100W0465_BAC009S0064W0458,S0100,M,S0064,M
BAC009S0161W0365_BAC009S0196W0222,S0161,F,S0196,F
BAC009S0200W0177_BAC009S0068W0409,S0200,F,S0068,M
BAC009S0143W0356_BAC009S0056W0359,S0143,F,S0056,M
BAC009S0030W0304_BAC009S0347W0201,S0030,M,S0347,F
BAC009S0720W0231_BAC009S0704W0455,S0720,M,S0704,M
BAC009S0348W0195_BAC009S0357W0308,S0348,F,S0357,F
BAC009S0085W0328_BAC009S0151W0140,S0085,M,S0151,F
BAC009S0134W0392_BAC009S0149W0265,S0134,F,S0149,F
BAC009S0129W0250_BAC009S0048W0360,S0129,F,S0048,M
BAC009S0216W0444_BAC009S0518W0286,S0216,F,S0518,F
BAC009S0111W0278_BAC009S0516W0245,S0111,M,S0516,F
BAC009S0165W0365_BAC009S0125W0462,S0165,F,S0125,F
BAC009S0235W0467_BAC009S0170W0121,S0235,F,S0170,F
BAC009S0666W0306_BAC009S0345W0377,S0666,F,S0345,F
BAC009S0110W0219_BAC009S0069W0398,S0110,M,S0069,M
BAC009S0518W0201_BAC009S0342W0214,S0518,F,S0342,F
BAC009S0121W0128_BAC009S0712W0240,S0121,M,S0712,M
BAC009S0248W0295_BAC009S0246W0240,S0248,M,S0246,M
BAC009S0180W0484_BAC009S0718W0368,S0180,F,S0718,M
BAC009S0186W0434_BAC009S0220W0487,S0186,F,S0220,F
BAC009S0181W0447_BAC009S0341W0187,S0181,F,S0341,F
BAC009S0086W0291_BAC009S0218W0462,S0086,M,S0218,F
BAC009S0719W0379_BAC009S0228W0256,S0719,M,S0228,F
BAC009S0241W0384_BAC009S0523W0216,S0241,F,S0523,F
BAC009S0249W0251_BAC009S0162W0383,S0249,M,S0162,F
BAC009S0511W0315_BAC009S0148W0292,S0511,F,S0148,F
BAC009S0013W0389_BAC009S0093W0357,S0013,M,S0093,M
BAC009S0347W0370_BAC009S0054W0317,S0347,F,S0054,M
BAC009S0232W0252_BAC009S0242W0246,S0232,F,S0242,F
BAC009S0191W0375_BAC009S0009W0470,S0191,F,S0009,M
BAC009S0705W0289_BAC009S0718W0406,S0705,M,S0718,M
BAC009S0136W0193_BAC009S0157W0243,S0136,F,S0157,F
BAC009S0096W0466_BAC009S0156W0477,S0096,M,S0156,F
BAC009S0198W0316_BAC009S0155W0353,S0198,F,S0155,F
BAC009S0212W0160_BAC009S0097W0139,S0212,F,S0097,M
BAC009S0231W0404_BAC009S0720W0142,S0231,F,S0720,M
BAC009S0235W0453_BAC009S0222W0364,S0235,F,S0222,F
BAC009S0032W0315_BAC009S0136W0473,S0032,M,S0136,F
BAC009S0248W0270_BAC009S0099W0178,S0248,M,S0099,M
BAC009S0137W0351_BAC009S0132W0197,S0137,F,S0132,F
BAC009S0087W0468_BAC009S0244W0261,S0087,M,S0244,F
BAC009S0080W0209_BAC009S0336W0382,S0080,M,S0336,F
BAC009S0655W0375_BAC009S0220W0171,S0655,F,S0220,F
BAC009S0514W0261_BAC009S0131W0167,S0514,F,S0131,F
BAC009S0079W0168_BAC009S0190W0393,S0079,M,S0190,F
BAC009S0519W0344_BAC009S0070W0276,S0519,F,S0070,M
BAC009S0510W0326_BAC009S0361W0474,S0510,F,S0361,F
BAC009S0510W0123_BAC009S0341W0408,S0510,F,S0341,F
BAC009S0179W0323_BAC009S0362W0393,S0179,F,S0362,F
BAC009S0229W0438_BAC009S0518W0304,S0229,F,S0518,F
BAC009S0336W0495_BAC009S0150W0194,S0336,F,S0150,F
BAC009S0178W0152_BAC009S0718W0155,S0178,F,S0718,M
BAC009S0117W0451_BAC009S0134W0275,S0117,M,S0134,F
BAC009S0028W0392_BAC009S0054W0320,S0028,M,S0054,M
BAC009S0148W0307_BAC009S0098W0131,S0148,F,S0098,M
BAC009S0705W0449_BAC009S0177W0457,S0705,M,S0177,F
BAC009S0121W0487_BAC009S0664W0473,S0121,M,S0664,F
BAC009S0215W0185_BAC009S0116W0390,S0215,F,S0116,M
BAC009S0720W0312_BAC009S0008W0367,S0720,M,S0008,M
BAC009S0016W0389_BAC009S0102W0375,S0016,M,S0102,M
BAC009S0598W0410_BAC009S0219W0279,S0598,M,S0219,F
BAC009S0657W0149_BAC009S0246W0446,S0657,F,S0246,M
BAC009S0071W0185_BAC009S0179W0227,S0071,M,S0179,F
BAC009S0509W0454_BAC009S0229W0360,S0509,F,S0229,F
BAC009S0189W0475_BAC009S0195W0128,S0189,F,S0195,F
BAC009S0236W0378_BAC009S0358W0222,S0236,F,S0358,F
BAC009S0223W0177_BAC009S0246W0469,S0223,F,S0246,M
BAC009S0006W0463_BAC009S0359W0348,S0006,M,S0359,F
BAC009S0082W0329_BAC009S0177W0150,S0082,M,S0177,F
BAC009S0132W0473_BAC009S0209W0472,S0132,F,S0209,F
BAC009S0714W0127_BAC009S0191W0310,S0714,M,S0191,F
BAC009S0036W0248_BAC009S0600W0326,S0036,M,S0600,M
BAC009S0176W0402_BAC009S0344W0190,S0176,F,S0344,F
BAC009S0082W0486_BAC009S0014W0272,S0082,M,S0014,M
BAC009S0209W0440_BAC009S0057W0411,S0209,F,S0057,M
BAC009S0344W0329_BAC009S0234W0384,S0344,F,S0234,F
BAC009S0042W0336_BAC009S0007W0220,S0042,M,S0007,M
BAC009S0656W0232_BAC009S0238W0459,S0656,F,S0238,F
BAC009S0516W0204_BAC009S0718W0351,S0516,F,S0718,M
BAC009S0136W0441_BAC009S0092W0345,S0136,F,S0092,M
BAC009S0105W0423_BAC009S0235W0213,S0105,M,S0235,F
BAC009S0516W0443_BAC009S0251W0436,S0516,F,S0251,M
BAC009S0169W0239_BAC009S0360W0196,S0169,F,S0360,F
BAC009S0362W0312_BAC009S0101W0230,S0362,F,S0101,M
BAC009S0511W0174_BAC009S0031W0315,S0511,F,S0031,M
BAC009S0237W0152_BAC009S0176W0226,S0237,F,S0176,F
BAC009S0226W0145_BAC009S0013W0282,S0226,F,S0013,M
BAC009S0665W0234_BAC009S0050W0290,S0665,F,S0050,M
BAC009S0343W0331_BAC009S0354W0197,S0343,F,S0354,F
BAC009S0167W0319_BAC009S0122W0284,S0167,F,S0122,M
BAC009S0222W0223_BAC009S0051W0238,S0222,F,S0051,M
BAC009S0236W0237_BAC009S0350W0216,S0236,F,S0350,F
BAC009S0169W0376_BAC009S0215W0437,S0169,F,S0215,F
BAC009S0106W0369_BAC009S0660W0158,S0106,M,S0660,F
BAC009S0231W0482_BAC009S0252W0267,S0231,F,S0252,M
BAC009S0105W0244_BAC009S0718W0334,S0105,M,S0718,M
BAC009S0718W0475_BAC009S0045W0394,S0718,M,S0045,M
BAC009S0042W0122_BAC009S0185W0356,S0042,M,S0185,F
BAC009S0090W0160_BAC009S0183W0199,S0090,M,S0183,F
BAC009S0658W0477_BAC009S0186W0290,S0658,F,S0186,F
BAC009S0030W0400_BAC009S0165W0190,S0030,M,S0165,F
BAC009S0350W0294_BAC009S0203W0332,S0350,F,S0203,F
BAC009S0059W0335_BAC009S0342W0264,S0059,M,S0342,F
BAC009S0216W0438_BAC009S0079W0130,S0216,F,S0079,M
BAC009S0206W0488_BAC009S0096W0383,S0206,F,S0096,M
BAC009S0239W0384_BAC009S0062W0316,S0239,F,S0062,M
BAC009S0225W0135_BAC009S0026W0479,S0225,F,S0026,M
BAC009S0147W0295_BAC009S0039W0310,S0147,F,S0039,M
BAC009S0346W0202_BAC009S0423W0267,S0346,F,S0423,M
BAC009S0217W0224_BAC009S0240W0215,S0217,F,S0240,F
BAC009S0209W0343_BAC009S0706W0222,S0209,F,S0706,M
BAC009S0071W0449_BAC009S0148W0289,S0071,M,S0148,F
BAC009S0123W0204_BAC009S0345W0451,S0123,M,S0345,F
BAC009S0178W0349_BAC009S0338W0376,S0178,F,S0338,F
BAC009S0713W0258_BAC009S0361W0311,S0713,M,S0361,F
BAC009S0082W0259_BAC009S0136W0160,S0082,M,S0136,F
BAC009S0195W0374_BAC009S0158W0337,S0195,F,S0158,F
BAC009S0214W0358_BAC009S0596W0165,S0214,F,S0596,M
BAC009S0157W0390_BAC009S0229W0255,S0157,F,S0229,F
BAC009S0064W0362_BAC009S0192W0208,S0064,M,S0192,F
BAC009S0201W0495_BAC009S0184W0477,S0201,F,S0184,F
BAC009S0516W0481_BAC009S0181W0410,S0516,F,S0181,F
BAC009S0017W0133_BAC009S0228W0381,S0017,M,S0228,F
BAC009S0660W0142_BAC009S0206W0324,S0660,F,S0206,F
BAC009S0344W0222_BAC009S0041W0156,S0344,F,S0041,M
BAC009S0519W0144_BAC009S0163W0493,S0519,F,S0163,F
BAC009S0123W0159_BAC009S0236W0431,S0123,M,S0236,F
BAC009S0143W0480_BAC009S0234W0416,S0143,F,S0234,F
BAC009S0024W0287_BAC009S0010W0155,S0024,M,S0010,M
BAC009S0128W0487_BAC009S0114W0300,S0128,F,S0114,M
BAC009S0421W0303_BAC009S0042W0164,S0421,M,S0042,M
BAC009S0422W0233_BAC009S0512W0298,S0422,M,S0512,F
BAC009S0110W0270_BAC009S0014W0340,S0110,M,S0014,M
BAC009S0128W0464_BAC009S0149W0449,S0128,F,S0149,F
BAC009S0007W0424_BAC009S0094W0257,S0007,M,S0094,M
BAC009S0702W0285_BAC009S0597W0487,S0702,M,S0597,M
BAC009S0071W0331_BAC009S0135W0378,S0071,M,S0135,F
BAC009S0423W0147_BAC009S0362W0282,S0423,M,S0362,F
BAC009S0180W0379_BAC009S0116W0203,S0180,F,S0116,M
BAC009S0335W0145_BAC009S0085W0261,S0335,F,S0085,M
BAC009S0359W0477_BAC009S0355W0136,S0359,F,S0355,F
BAC009S0116W0294_BAC009S0008W0467,S0116,M,S0008,M
BAC009S0523W0201_BAC009S0190W0432,S0523,F,S0190,F
BAC009S0227W0311_BAC009S0207W0188,S0227,F,S0207,F
BAC009S0189W0464_BAC009S0660W0313,S0189,F,S0660,F
BAC009S0335W0275_BAC009S0215W0435,S0335,F,S0215,F
BAC009S0169W0151_BAC009S0657W0302,S0169,F,S0657,F
BAC009S0129W0301_BAC009S0038W0269,S0129,F,S0038,M
BAC009S0018W0148_BAC009S0076W0275,S0018,M,S0076,M
BAC009S0340W0358_BAC009S0221W0186,S0340,F,S0221,F
BAC009S0107W0144_BAC009S0035W0279,S0107,M,S0035,M
BAC009S0666W0269_BAC009S0205W0238,S0666,F,S0205,F
BAC009S0222W0253_BAC009S0360W0216,S0222,F,S0360,F
BAC009S0658W0281_BAC009S0187W0209,S0658,F,S0187,F
BAC009S0128W0461_BAC009S0660W0129,S0128,F,S0660,F
BAC009S0003W0387_BAC009S0142W0375,S0003,M,S0142,F
BAC009S0002W0333_BAC009S0209W0377,S0002,M,S0209,F
BAC009S0234W0385_BAC009S0181W0417,S0234,F,S0181,F
BAC009S0018W0123_BAC009S0069W0472,S0018,M,S0069,M
BAC009S0131W0181_BAC009S0185W0474,S0131,F,S0185,F
BAC009S0048W0233_BAC009S0080W0272,S0048,M,S0080,M
BAC009S0212W0305_BAC009S0148W0288,S0212,F,S0148,F
BAC009S0079W0385_BAC009S0154W0245,S0079,M,S0154,F
BAC009S0149W0353_BAC009S0085W0402,S0149,F,S0085,M
BAC009S0009W0142_BAC009S0122W0194,S0009,M,S0122,M
BAC009S0016W0450_BAC009S0087W0290,S0016,M,S0087,M
BAC009S0158W0159_BAC009S0112W0273,S0158,F,S0112,M
BAC009S0046W0420_BAC009S0114W0480,S0046,M,S0114,M
BAC009S0113W0265_BAC009S0025W0318,S0113,M,S0025,M
BAC009S0718W0429_BAC009S0099W0124,S0718,M,S0099,M
BAC009S0231W0263_BAC009S0091W0411,S0231,F,S0091,M
BAC009S0161W0189_BAC009S0522W0304,S0161,F,S0522,F
BAC009S0133W0397_BAC009S0189W0435,S0133,F,S0189,F
BAC009S0044W0265_BAC009S0518W0447,S0044,M,S0518,F
BAC009S0053W0247_BAC009S0203W0351,S0053,M,S0203,F
BAC009S0665W0246_BAC009S0520W0253,S0665,F,S0520,F
BAC009S0150W0367_BAC009S0202W0364,S0150,F,S0202,F
BAC009S0702W0243_BAC009S0192W0275,S0702,M,S0192,F
BAC009S0068W0170_BAC009S0194W0435,S0068,M,S0194,F
BAC009S0657W0495_BAC009S0596W0139,S0657,F,S0596,M
BAC009S0207W0281_BAC009S0020W0462,S0207,F,S0020,M
BAC009S0598W0217_BAC009S0089W0225,S0598,M,S0089,M
BAC009S0212W0193_BAC009S0519W0289,S0212,F,S0519,F
BAC009S0157W0171_BAC009S0597W0306,S0157,F,S0597,M
BAC009S0362W0358_BAC009S0153W0362,S0362,F,S0153,F
BAC009S0031W0152_BAC009S0089W0309,S0031,M,S0089,M
BAC009S0340W0440_BAC009S0229W0152,S0340,F,S0229,F
BAC009S0102W0448_BAC009S0134W0308,S0102,M,S0134,F
BAC009S0031W0233_BAC009S0190W0337,S0031,M,S0190,F
BAC009S0237W0409_BAC009S0191W0269,S0237,F,S0191,F
BAC009S0100W0455_BAC009S0002W0178,S0100,M,S0002,M
BAC009S0599W0267_BAC009S0421W0309,S0599,M,S0421,M
