mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0184W0125_BAC009S0126W0181_BAC009S0061W0123,S0184,F,S0126,F,S0061,M
BAC009S0336W0306_BAC009S0144W0404_BAC009S0705W0267,S0336,F,S0144,F,S0705,M
BAC009S0221W0259_BAC009S0195W0377_BAC009S0207W0330,S0221,F,S0195,F,S0207,F
BAC009S0334W0467_BAC009S0115W0215_BAC009S0020W0271,S0334,F,S0115,M,S0020,M
BAC009S0182W0353_BAC009S0218W0476_BAC009S0342W0293,S0182,F,S0218,F,S0342,F
BAC009S0230W0243_BAC009S0073W0216_BAC009S0059W0398,S0230,F,S0073,M,S0059,M
BAC009S0210W0284_BAC009S0703W0354_BAC009S0045W0417,S0210,F,S0703,M,S0045,M
BAC009S0657W0435_BAC009S0043W0139_BAC009S0134W0409,S0657,F,S0043,M,S0134,F
BAC009S0182W0191_BAC009S0126W0122_BAC009S0200W0371,S0182,F,S0126,F,S0200,F
BAC009S0355W0257_BAC009S0010W0138_BAC009S0231W0311,S0355,F,S0010,M,S0231,F
BAC009S0227W0172_BAC009S0159W0325_BAC009S0108W0252,S0227,F,S0159,F,S0108,M
BAC009S0666W0322_BAC009S0360W0459_BAC009S0013W0266,S0666,F,S0360,F,S0013,M
BAC009S0014W0448_BAC009S0150W0319_BAC009S0018W0413,S0014,M,S0150,F,S0018,M
BAC009S0138W0314_BAC009S0170W0322_BAC009S0091W0273,S0138,F,S0170,F,S0091,M
BAC009S0336W0227_BAC009S0516W0170_BAC009S0063W0394,S0336,F,S0516,F,S0063,M
BAC009S0516W0438_BAC009S0066W0252_BAC009S0012W0472,S0516,F,S0066,M,S0012,M
BAC009S0220W0216_BAC009S0205W0472_BAC009S0188W0229,S0220,F,S0205,F,S0188,F
BAC009S0094W0301_BAC009S0118W0222_BAC009S0062W0398,S0094,M,S0118,M,S0062,M
BAC009S0145W0262_BAC009S0228W0468_BAC009S0718W0239,S0145,F,S0228,F,S0718,M
BAC009S0721W0321_BAC009S0513W0423_BAC009S0238W0444,S0721,M,S0513,F,S0238,F
BAC009S0244W0468_BAC009S0180W0350_BAC009S0034W0270,S0244,F,S0180,F,S0034,M
BAC009S0145W0469_BAC009S0179W0482_BAC009S0242W0486,S0145,F,S0179,F,S0242,F
BAC009S0074W0137_BAC009S0701W0389_BAC009S0168W0184,S0074,M,S0701,M,S0168,F
BAC009S0015W0362_BAC009S0238W0156_BAC009S0707W0345,S0015,M,S0238,F,S0707,M
BAC009S0601W0421_BAC009S0240W0456_BAC009S0055W0236,S0601,M,S0240,F,S0055,M
BAC009S0660W0431_BAC009S0704W0368_BAC009S0227W0483,S0660,F,S0704,M,S0227,F
BAC009S0127W0398_BAC009S0706W0353_BAC009S0662W0255,S0127,F,S0706,M,S0662,F
BAC009S0101W0302_BAC009S0053W0428_BAC009S0363W0229,S0101,M,S0053,M,S0363,F
BAC009S0198W0439_BAC009S0101W0185_BAC009S0237W0192,S0198,F,S0101,M,S0237,F
BAC009S0663W0150_BAC009S0045W0250_BAC009S0707W0189,S0663,F,S0045,M,S0707,M
BAC009S0103W0137_BAC009S0705W0183_BAC009S0335W0310,S0103,M,S0705,M,S0335,F
BAC009S0246W0163_BAC009S0215W0336_BAC009S0513W0178,S0246,M,S0215,F,S0513,F
BAC009S0020W0473_BAC009S0666W0216_BAC009S0086W0456,S0020,M,S0666,F,S0086,M
BAC009S0107W0188_BAC009S0159W0364_BAC009S0040W0146,S0107,M,S0159,F,S0040,M
BAC009S0350W0287_BAC009S0140W0220_BAC009S0246W0241,S0350,F,S0140,F,S0246,M
BAC009S0184W0203_BAC009S0168W0231_BAC009S0211W0380,S0184,F,S0168,F,S0211,F
BAC009S0239W0146_BAC009S0195W0218_BAC009S0102W0475,S0239,F,S0195,F,S0102,M
BAC009S0081W0414_BAC009S0231W0157_BAC009S0142W0296,S0081,M,S0231,F,S0142,F
BAC009S0057W0205_BAC009S0061W0296_BAC009S0151W0146,S0057,M,S0061,M,S0151,F
BAC009S0015W0346_BAC009S0118W0416_BAC009S0150W0237,S0015,M,S0118,M,S0150,F
BAC009S0138W0483_BAC009S0068W0346_BAC009S0231W0236,S0138,F,S0068,M,S0231,F
BAC009S0655W0337_BAC009S0343W0408_BAC009S0224W0137,S0655,F,S0343,F,S0224,F
BAC009S0024W0462_BAC009S0208W0258_BAC009S0233W0305,S0024,M,S0208,F,S0233,F
BAC009S0339W0232_BAC009S0015W0174_BAC009S0070W0255,S0339,F,S0015,M,S0070,M
BAC009S0145W0395_BAC009S0171W0414_BAC009S0073W0443,S0145,F,S0171,F,S0073,M
BAC009S0208W0464_BAC009S0236W0238_BAC009S0045W0331,S0208,F,S0236,F,S0045,M
BAC009S0077W0250_BAC009S0713W0223_BAC009S0246W0147,S0077,M,S0713,M,S0246,M
BAC009S0209W0281_BAC009S0515W0431_BAC009S0058W0128,S0209,F,S0515,F,S0058,M
BAC009S0703W0398_BAC009S0089W0408_BAC009S0099W0349,S0703,M,S0089,M,S0099,M
BAC009S0054W0256_BAC009S0252W0207_BAC009S0090W0395,S0054,M,S0252,M,S0090,M
BAC009S0514W0336_BAC009S0222W0354_BAC009S0246W0303,S0514,F,S0222,F,S0246,M
BAC009S0043W0271_BAC009S0716W0303_BAC009S0517W0482,S0043,M,S0716,M,S0517,F
BAC009S0702W0353_BAC009S0057W0242_BAC009S0030W0307,S0702,M,S0057,M,S0030,M
BAC009S0094W0309_BAC009S0099W0325_BAC009S0361W0299,S0094,M,S0099,M,S0361,F
BAC009S0009W0164_BAC009S0007W0323_BAC009S0161W0382,S0009,M,S0007,M,S0161,F
BAC009S0146W0161_BAC009S0073W0163_BAC009S0338W0354,S0146,F,S0073,M,S0338,F
BAC009S0081W0470_BAC009S0154W0404_BAC009S0663W0340,S0081,M,S0154,F,S0663,F
BAC009S0221W0147_BAC009S0215W0292_BAC009S0191W0412,S0221,F,S0215,F,S0191,F
BAC009S0114W0449_BAC009S0052W0234_BAC009S0211W0432,S0114,M,S0052,M,S0211,F
BAC009S0252W0403_BAC009S0190W0167_BAC009S0149W0140,S0252,M,S0190,F,S0149,F
BAC009S0522W0343_BAC009S0661W0413_BAC009S0150W0209,S0522,F,S0661,F,S0150,F
BAC009S0087W0478_BAC009S0183W0368_BAC009S0345W0387,S0087,M,S0183,F,S0345,F
BAC009S0666W0467_BAC009S0707W0219_BAC009S0138W0367,S0666,F,S0707,M,S0138,F
BAC009S0063W0320_BAC009S0345W0384_BAC009S0251W0421,S0063,M,S0345,F,S0251,M
BAC009S0221W0131_BAC009S0119W0316_BAC009S0186W0491,S0221,F,S0119,M,S0186,F
BAC009S0509W0350_BAC009S0164W0278_BAC009S0039W0189,S0509,F,S0164,F,S0039,M
BAC009S0070W0345_BAC009S0056W0248_BAC009S0053W0190,S0070,M,S0056,M,S0053,M
BAC009S0041W0171_BAC009S0247W0261_BAC009S0067W0452,S0041,M,S0247,M,S0067,M
BAC009S0181W0249_BAC009S0048W0205_BAC009S0011W0139,S0181,F,S0048,M,S0011,M
BAC009S0159W0253_BAC009S0183W0170_BAC009S0237W0267,S0159,F,S0183,F,S0237,F
BAC009S0090W0276_BAC009S0224W0473_BAC009S0166W0462,S0090,M,S0224,F,S0166,F
BAC009S0094W0274_BAC009S0078W0350_BAC009S0216W0435,S0094,M,S0078,M,S0216,F
BAC009S0706W0345_BAC009S0600W0162_BAC009S0238W0467,S0706,M,S0600,M,S0238,F
BAC009S0154W0260_BAC009S0362W0398_BAC009S0137W0402,S0154,F,S0362,F,S0137,F
BAC009S0088W0428_BAC009S0031W0494_BAC009S0009W0382,S0088,M,S0031,M,S0009,M
BAC009S0180W0182_BAC009S0362W0194_BAC009S0348W0191,S0180,F,S0362,F,S0348,F
BAC009S0006W0253_BAC009S0091W0241_BAC009S0207W0270,S0006,M,S0091,M,S0207,F
BAC009S0008W0226_BAC009S0086W0205_BAC009S0076W0253,S0008,M,S0086,M,S0076,M
BAC009S0346W0207_BAC009S0244W0175_BAC009S0717W0147,S0346,F,S0244,F,S0717,M
BAC009S0217W0146_BAC009S0030W0465_BAC009S0359W0248,S0217,F,S0030,M,S0359,F
BAC009S0248W0254_BAC009S0666W0365_BAC009S0023W0224,S0248,M,S0666,F,S0023,M
BAC009S0230W0266_BAC009S0178W0399_BAC009S0016W0327,S0230,F,S0178,F,S0016,M
BAC009S0659W0129_BAC009S0060W0246_BAC009S0070W0360,S0659,F,S0060,M,S0070,M
BAC009S0355W0361_BAC009S0176W0333_BAC009S0198W0275,S0355,F,S0176,F,S0198,F
BAC009S0091W0495_BAC009S0423W0124_BAC009S0039W0267,S0091,M,S0423,M,S0039,M
BAC009S0214W0493_BAC009S0195W0169_BAC009S0161W0155,S0214,F,S0195,F,S0161,F
BAC009S0191W0256_BAC009S0178W0204_BAC009S0205W0391,S0191,F,S0178,F,S0205,F
BAC009S0168W0266_BAC009S0655W0209_BAC009S0184W0144,S0168,F,S0655,F,S0184,F
BAC009S0515W0123_BAC009S0119W0417_BAC009S0236W0130,S0515,F,S0119,M,S0236,F
BAC009S0190W0473_BAC009S0702W0326_BAC009S0717W0353,S0190,F,S0702,M,S0717,M
BAC009S0188W0192_BAC009S0180W0369_BAC009S0712W0404,S0188,F,S0180,F,S0712,M
BAC009S0169W0386_BAC009S0180W0145_BAC009S0513W0312,S0169,F,S0180,F,S0513,F
BAC009S0006W0210_BAC009S0168W0234_BAC009S0082W0127,S0006,M,S0168,F,S0082,M
BAC009S0156W0194_BAC009S0207W0284_BAC009S0216W0461,S0156,F,S0207,F,S0216,F
BAC009S0061W0362_BAC009S0511W0380_BAC009S0354W0158,S0061,M,S0511,F,S0354,F
BAC009S0360W0367_BAC009S0067W0123_BAC009S0050W0392,S0360,F,S0067,M,S0050,M
BAC009S0513W0135_BAC009S0215W0469_BAC009S0096W0229,S0513,F,S0215,F,S0096,M
BAC009S0081W0495_BAC009S0148W0203_BAC009S0707W0251,S0081,M,S0148,F,S0707,M
BAC009S0207W0443_BAC009S0084W0154_BAC009S0103W0230,S0207,F,S0084,M,S0103,M
BAC009S0199W0372_BAC009S0165W0272_BAC009S0125W0368,S0199,F,S0165,F,S0125,F
BAC009S0148W0482_BAC009S0105W0191_BAC009S0212W0410,S0148,F,S0105,M,S0212,F
BAC009S0064W0369_BAC009S0336W0388_BAC009S0146W0466,S0064,M,S0336,F,S0146,F
BAC009S0353W0373_BAC009S0126W0208_BAC009S0350W0155,S0353,F,S0126,F,S0350,F
BAC009S0021W0199_BAC009S0127W0240_BAC009S0519W0131,S0021,M,S0127,F,S0519,F
BAC009S0126W0196_BAC009S0073W0366_BAC009S0663W0257,S0126,F,S0073,M,S0663,F
BAC009S0159W0466_BAC009S0189W0309_BAC009S0076W0215,S0159,F,S0189,F,S0076,M
BAC009S0715W0304_BAC009S0145W0360_BAC009S0142W0198,S0715,M,S0145,F,S0142,F
BAC009S0169W0453_BAC009S0127W0493_BAC009S0108W0197,S0169,F,S0127,F,S0108,M
BAC009S0073W0311_BAC009S0042W0322_BAC009S0249W0270,S0073,M,S0042,M,S0249,M
BAC009S0204W0400_BAC009S0162W0386_BAC009S0173W0182,S0204,F,S0162,F,S0173,F
BAC009S0090W0126_BAC009S0354W0404_BAC009S0234W0191,S0090,M,S0354,F,S0234,F
BAC009S0017W0426_BAC009S0195W0314_BAC009S0229W0355,S0017,M,S0195,F,S0229,F
BAC009S0421W0227_BAC009S0099W0263_BAC009S0132W0283,S0421,M,S0099,M,S0132,F
BAC009S0098W0318_BAC009S0049W0204_BAC009S0078W0426,S0098,M,S0049,M,S0078,M
BAC009S0202W0203_BAC009S0720W0481_BAC009S0153W0272,S0202,F,S0720,M,S0153,F
BAC009S0246W0196_BAC009S0123W0278_BAC009S0212W0333,S0246,M,S0123,M,S0212,F
BAC009S0195W0340_BAC009S0225W0433_BAC009S0351W0379,S0195,F,S0225,F,S0351,F
BAC009S0186W0458_BAC009S0075W0320_BAC009S0422W0362,S0186,F,S0075,M,S0422,M
BAC009S0236W0213_BAC009S0719W0340_BAC009S0142W0173,S0236,F,S0719,M,S0142,F
BAC009S0053W0470_BAC009S0707W0348_BAC009S0232W0410,S0053,M,S0707,M,S0232,F
BAC009S0182W0303_BAC009S0024W0210_BAC009S0720W0243,S0182,F,S0024,M,S0720,M
BAC009S0015W0338_BAC009S0138W0366_BAC009S0189W0406,S0015,M,S0138,F,S0189,F
BAC009S0362W0173_BAC009S0708W0290_BAC009S0166W0208,S0362,F,S0708,M,S0166,F
BAC009S0715W0206_BAC009S0717W0190_BAC009S0511W0199,S0715,M,S0717,M,S0511,F
BAC009S0148W0469_BAC009S0111W0122_BAC009S0704W0167,S0148,F,S0111,M,S0704,M
BAC009S0666W0456_BAC009S0234W0236_BAC009S0069W0480,S0666,F,S0234,F,S0069,M
BAC009S0514W0354_BAC009S0091W0326_BAC009S0658W0355,S0514,F,S0091,M,S0658,F
BAC009S0046W0173_BAC009S0045W0490_BAC009S0341W0160,S0046,M,S0045,M,S0341,F
BAC009S0664W0182_BAC009S0227W0223_BAC009S0124W0180,S0664,F,S0227,F,S0124,F
BAC009S0228W0397_BAC009S0340W0232_BAC009S0048W0402,S0228,F,S0340,F,S0048,M
BAC009S0352W0295_BAC009S0111W0165_BAC009S0226W0333,S0352,F,S0111,M,S0226,F
BAC009S0015W0185_BAC009S0085W0471_BAC009S0115W0320,S0015,M,S0085,M,S0115,M
BAC009S0101W0168_BAC009S0110W0169_BAC009S0226W0384,S0101,M,S0110,M,S0226,F
BAC009S0206W0152_BAC009S0216W0389_BAC009S0074W0433,S0206,F,S0216,F,S0074,M
BAC009S0423W0338_BAC009S0718W0219_BAC009S0709W0207,S0423,M,S0718,M,S0709,M
BAC009S0243W0449_BAC009S0510W0224_BAC009S0598W0268,S0243,F,S0510,F,S0598,M
BAC009S0072W0199_BAC009S0346W0148_BAC009S0139W0399,S0072,M,S0346,F,S0139,F
BAC009S0232W0245_BAC009S0223W0488_BAC009S0244W0396,S0232,F,S0223,F,S0244,F
BAC009S0064W0239_BAC009S0242W0461_BAC009S0516W0198,S0064,M,S0242,F,S0516,F
BAC009S0033W0197_BAC009S0240W0182_BAC009S0250W0203,S0033,M,S0240,F,S0250,M
BAC009S0008W0388_BAC009S0172W0257_BAC009S0118W0169,S0008,M,S0172,F,S0118,M
BAC009S0078W0135_BAC009S0090W0449_BAC009S0067W0200,S0078,M,S0090,M,S0067,M
BAC009S0226W0201_BAC009S0038W0300_BAC009S0347W0248,S0226,F,S0038,M,S0347,F
BAC009S0007W0135_BAC009S0338W0300_BAC009S0052W0448,S0007,M,S0338,F,S0052,M
BAC009S0007W0493_BAC009S0713W0378_BAC009S0517W0452,S0007,M,S0713,M,S0517,F
BAC009S0047W0346_BAC009S0102W0364_BAC009S0062W0413,S0047,M,S0102,M,S0062,M
BAC009S0023W0318_BAC009S0713W0126_BAC009S0125W0256,S0023,M,S0713,M,S0125,F
BAC009S0161W0274_BAC009S0178W0195_BAC009S0702W0440,S0161,F,S0178,F,S0702,M
BAC009S0241W0495_BAC009S0029W0180_BAC009S0126W0198,S0241,F,S0029,M,S0126,F
BAC009S0175W0411_BAC009S0222W0383_BAC009S0055W0199,S0175,F,S0222,F,S0055,M
BAC009S0239W0471_BAC009S0138W0192_BAC009S0707W0493,S0239,F,S0138,F,S0707,M
BAC009S0027W0493_BAC009S0193W0434_BAC009S0084W0282,S0027,M,S0193,F,S0084,M
BAC009S0720W0201_BAC009S0363W0143_BAC009S0187W0146,S0720,M,S0363,F,S0187,F
BAC009S0146W0493_BAC009S0361W0140_BAC009S0115W0435,S0146,F,S0361,F,S0115,M
BAC009S0074W0296_BAC009S0349W0484_BAC009S0007W0386,S0074,M,S0349,F,S0007,M
BAC009S0175W0225_BAC009S0034W0388_BAC009S0126W0334,S0175,F,S0034,M,S0126,F
BAC009S0010W0437_BAC009S0244W0347_BAC009S0184W0329,S0010,M,S0244,F,S0184,F
BAC009S0523W0125_BAC009S0715W0162_BAC009S0055W0388,S0523,F,S0715,M,S0055,M
BAC009S0044W0372_BAC009S0217W0450_BAC009S0145W0367,S0044,M,S0217,F,S0145,F
BAC009S0341W0387_BAC009S0096W0352_BAC009S0190W0468,S0341,F,S0096,M,S0190,F
BAC009S0158W0184_BAC009S0710W0216_BAC009S0195W0450,S0158,F,S0710,M,S0195,F
BAC009S0196W0131_BAC009S0220W0485_BAC009S0044W0315,S0196,F,S0220,F,S0044,M
BAC009S0232W0355_BAC009S0185W0306_BAC009S0511W0368,S0232,F,S0185,F,S0511,F
BAC009S0248W0401_BAC009S0344W0140_BAC009S0224W0309,S0248,M,S0344,F,S0224,F
BAC009S0713W0129_BAC009S0199W0298_BAC009S0187W0364,S0713,M,S0199,F,S0187,F
BAC009S0176W0406_BAC009S0007W0276_BAC009S0184W0464,S0176,F,S0007,M,S0184,F
BAC009S0339W0303_BAC009S0067W0225_BAC009S0188W0336,S0339,F,S0067,M,S0188,F
BAC009S0362W0291_BAC009S0142W0484_BAC009S0046W0197,S0362,F,S0142,F,S0046,M
BAC009S0151W0461_BAC009S0213W0440_BAC009S0129W0266,S0151,F,S0213,F,S0129,F
BAC009S0020W0395_BAC009S0034W0393_BAC009S0223W0443,S0020,M,S0034,M,S0223,F
BAC009S0023W0211_BAC009S0081W0294_BAC009S0523W0487,S0023,M,S0081,M,S0523,F
BAC009S0661W0153_BAC009S0168W0189_BAC009S0232W0183,S0661,F,S0168,F,S0232,F
BAC009S0034W0202_BAC009S0024W0158_BAC009S0197W0209,S0034,M,S0024,M,S0197,F
BAC009S0063W0274_BAC009S0519W0348_BAC009S0176W0295,S0063,M,S0519,F,S0176,F
BAC009S0212W0219_BAC009S0218W0162_BAC009S0517W0456,S0212,F,S0218,F,S0517,F
BAC009S0076W0472_BAC009S0246W0461_BAC009S0114W0212,S0076,M,S0246,M,S0114,M
BAC009S0701W0297_BAC009S0656W0161_BAC009S0081W0182,S0701,M,S0656,F,S0081,M
BAC009S0160W0350_BAC009S0707W0447_BAC009S0039W0166,S0160,F,S0707,M,S0039,M
BAC009S0171W0413_BAC009S0138W0405_BAC009S0423W0453,S0171,F,S0138,F,S0423,M
BAC009S0663W0271_BAC009S0189W0439_BAC009S0708W0137,S0663,F,S0189,F,S0708,M
BAC009S0035W0468_BAC009S0028W0404_BAC009S0244W0237,S0035,M,S0028,M,S0244,F
BAC009S0204W0291_BAC009S0031W0155_BAC009S0173W0470,S0204,F,S0031,M,S0173,F
BAC009S0218W0161_BAC009S0080W0486_BAC009S0160W0236,S0218,F,S0080,M,S0160,F
BAC009S0334W0195_BAC009S0216W0373_BAC009S0152W0127,S0334,F,S0216,F,S0152,F
BAC009S0126W0377_BAC009S0101W0251_BAC009S0191W0321,S0126,F,S0101,M,S0191,F
BAC009S0087W0445_BAC009S0356W0433_BAC009S0145W0301,S0087,M,S0356,F,S0145,F
BAC009S0337W0407_BAC009S0084W0167_BAC009S0134W0214,S0337,F,S0084,M,S0134,F
BAC009S0169W0423_BAC009S0150W0181_BAC009S0421W0457,S0169,F,S0150,F,S0421,M
BAC009S0596W0393_BAC009S0519W0369_BAC009S0075W0462,S0596,M,S0519,F,S0075,M
BAC009S0056W0471_BAC009S0145W0386_BAC009S0125W0480,S0056,M,S0145,F,S0125,F
BAC009S0238W0434_BAC009S0064W0148_BAC009S0220W0246,S0238,F,S0064,M,S0220,F
BAC009S0662W0467_BAC009S0423W0207_BAC009S0155W0191,S0662,F,S0423,M,S0155,F
BAC009S0722W0402_BAC009S0071W0277_BAC009S0118W0452,S0722,M,S0071,M,S0118,M
BAC009S0039W0317_BAC009S0014W0432_BAC009S0087W0378,S0039,M,S0014,M,S0087,M
BAC009S0665W0482_BAC009S0196W0208_BAC009S0089W0209,S0665,F,S0196,F,S0089,M
BAC009S0342W0419_BAC009S0031W0310_BAC009S0111W0232,S0342,F,S0031,M,S0111,M
BAC009S0024W0175_BAC009S0241W0244_BAC009S0023W0121,S0024,M,S0241,F,S0023,M
BAC009S0240W0331_BAC009S0233W0364_BAC009S0086W0217,S0240,F,S0233,F,S0086,M
BAC009S0238W0391_BAC009S0170W0377_BAC009S0660W0393,S0238,F,S0170,F,S0660,F
BAC009S0239W0123_BAC009S0214W0490_BAC009S0181W0344,S0239,F,S0214,F,S0181,F
BAC009S0513W0249_BAC009S0512W0312_BAC009S0180W0189,S0513,F,S0512,F,S0180,F
BAC009S0218W0208_BAC009S0363W0180_BAC009S0518W0468,S0218,F,S0363,F,S0518,F
BAC009S0701W0385_BAC009S0075W0244_BAC009S0211W0228,S0701,M,S0075,M,S0211,F
BAC009S0210W0364_BAC009S0204W0453_BAC009S0037W0495,S0210,F,S0204,F,S0037,M
BAC009S0362W0493_BAC009S0015W0280_BAC009S0241W0379,S0362,F,S0015,M,S0241,F
BAC009S0048W0477_BAC009S0094W0250_BAC009S0079W0443,S0048,M,S0094,M,S0079,M
BAC009S0218W0153_BAC009S0150W0199_BAC009S0105W0377,S0218,F,S0150,F,S0105,M
BAC009S0125W0242_BAC009S0166W0397_BAC009S0070W0179,S0125,F,S0166,F,S0070,M
BAC009S0162W0207_BAC009S0100W0244_BAC009S0345W0388,S0162,F,S0100,M,S0345,F
BAC009S0141W0459_BAC009S0346W0386_BAC009S0101W0493,S0141,F,S0346,F,S0101,M
BAC009S0656W0442_BAC009S0242W0188_BAC009S0661W0191,S0656,F,S0242,F,S0661,F
BAC009S0338W0294_BAC009S0014W0273_BAC009S0126W0125,S0338,F,S0014,M,S0126,F
BAC009S0509W0472_BAC009S0713W0490_BAC009S0040W0194,S0509,F,S0713,M,S0040,M
BAC009S0156W0350_BAC009S0246W0129_BAC009S0101W0256,S0156,F,S0246,M,S0101,M
BAC009S0173W0392_BAC009S0722W0481_BAC009S0174W0231,S0173,F,S0722,M,S0174,F
BAC009S0353W0136_BAC009S0334W0253_BAC009S0362W0240,S0353,F,S0334,F,S0362,F
BAC009S0056W0389_BAC009S0003W0241_BAC009S0218W0149,S0056,M,S0003,M,S0218,F
BAC009S0053W0434_BAC009S0026W0173_BAC009S0345W0490,S0053,M,S0026,M,S0345,F
BAC009S0665W0132_BAC009S0660W0346_BAC009S0046W0159,S0665,F,S0660,F,S0046,M
BAC009S0187W0429_BAC009S0074W0385_BAC009S0202W0388,S0187,F,S0074,M,S0202,F
BAC009S0596W0277_BAC009S0224W0208_BAC009S0083W0476,S0596,M,S0224,F,S0083,M
BAC009S0601W0251_BAC009S0521W0249_BAC009S0142W0247,S0601,M,S0521,F,S0142,F
BAC009S0015W0355_BAC009S0013W0306_BAC009S0356W0362,S0015,M,S0013,M,S0356,F
BAC009S0129W0332_BAC009S0509W0246_BAC009S0155W0292,S0129,F,S0509,F,S0155,F
BAC009S0010W0386_BAC009S0063W0154_BAC009S0251W0156,S0010,M,S0063,M,S0251,M
BAC009S0110W0401_BAC009S0054W0171_BAC009S0712W0239,S0110,M,S0054,M,S0712,M
BAC009S0711W0148_BAC009S0345W0303_BAC009S0186W0386,S0711,M,S0345,F,S0186,F
BAC009S0130W0388_BAC009S0354W0139_BAC009S0222W0275,S0130,F,S0354,F,S0222,F
BAC009S0123W0458_BAC009S0705W0403_BAC009S0141W0253,S0123,M,S0705,M,S0141,F
BAC009S0124W0184_BAC009S0017W0450_BAC009S0219W0392,S0124,F,S0017,M,S0219,F
BAC009S0596W0219_BAC009S0038W0417_BAC009S0082W0191,S0596,M,S0038,M,S0082,M
BAC009S0336W0361_BAC009S0080W0476_BAC009S0082W0472,S0336,F,S0080,M,S0082,M
BAC009S0212W0157_BAC009S0211W0238_BAC009S0143W0199,S0212,F,S0211,F,S0143,F
BAC009S0198W0164_BAC009S0180W0325_BAC009S0709W0165,S0198,F,S0180,F,S0709,M
BAC009S0064W0253_BAC009S0722W0204_BAC009S0717W0393,S0064,M,S0722,M,S0717,M
BAC009S0097W0237_BAC009S0208W0200_BAC009S0717W0383,S0097,M,S0208,F,S0717,M
BAC009S0101W0211_BAC009S0216W0335_BAC009S0705W0160,S0101,M,S0216,F,S0705,M
BAC009S0085W0224_BAC009S0213W0376_BAC009S0339W0280,S0085,M,S0213,F,S0339,F
BAC009S0046W0429_BAC009S0703W0292_BAC009S0218W0303,S0046,M,S0703,M,S0218,F
BAC009S0338W0178_BAC009S0050W0252_BAC009S0140W0225,S0338,F,S0050,M,S0140,F
BAC009S0516W0287_BAC009S0005W0194_BAC009S0343W0182,S0516,F,S0005,M,S0343,F
BAC009S0028W0239_BAC009S0662W0362_BAC009S0124W0476,S0028,M,S0662,F,S0124,F
BAC009S0723W0280_BAC009S0662W0306_BAC009S0064W0353,S0723,M,S0662,F,S0064,M
BAC009S0718W0397_BAC009S0209W0343_BAC009S0071W0447,S0718,M,S0209,F,S0071,M
BAC009S0159W0232_BAC009S0091W0254_BAC009S0704W0494,S0159,F,S0091,M,S0704,M
BAC009S0106W0156_BAC009S0335W0467_BAC009S0246W0177,S0106,M,S0335,F,S0246,M
BAC009S0346W0364_BAC009S0422W0265_BAC009S0025W0338,S0346,F,S0422,M,S0025,M
BAC009S0065W0408_BAC009S0714W0366_BAC009S0150W0431,S0065,M,S0714,M,S0150,F
BAC009S0046W0127_BAC009S0598W0171_BAC009S0137W0376,S0046,M,S0598,M,S0137,F
BAC009S0012W0479_BAC009S0084W0405_BAC009S0118W0149,S0012,M,S0084,M,S0118,M
BAC009S0596W0249_BAC009S0715W0313_BAC009S0140W0447,S0596,M,S0715,M,S0140,F
BAC009S0230W0490_BAC009S0245W0448_BAC009S0027W0386,S0230,F,S0245,F,S0027,M
BAC009S0159W0198_BAC009S0182W0439_BAC009S0361W0166,S0159,F,S0182,F,S0361,F
BAC009S0093W0160_BAC009S0242W0176_BAC009S0423W0356,S0093,M,S0242,F,S0423,M
BAC009S0346W0404_BAC009S0224W0184_BAC009S0132W0406,S0346,F,S0224,F,S0132,F
BAC009S0104W0273_BAC009S0722W0494_BAC009S0516W0470,S0104,M,S0722,M,S0516,F
BAC009S0234W0468_BAC009S0174W0398_BAC009S0161W0225,S0234,F,S0174,F,S0161,F
BAC009S0214W0482_BAC009S0024W0486_BAC009S0204W0149,S0214,F,S0024,M,S0204,F
BAC009S0716W0211_BAC009S0334W0236_BAC009S0237W0271,S0716,M,S0334,F,S0237,F
BAC009S0081W0479_BAC009S0096W0237_BAC009S0350W0381,S0081,M,S0096,M,S0350,F
BAC009S0172W0282_BAC009S0103W0121_BAC009S0190W0151,S0172,F,S0103,M,S0190,F
BAC009S0216W0168_BAC009S0718W0466_BAC009S0008W0150,S0216,F,S0718,M,S0008,M
BAC009S0522W0157_BAC009S0192W0220_BAC009S0334W0309,S0522,F,S0192,F,S0334,F
BAC009S0189W0354_BAC009S0156W0241_BAC009S0029W0358,S0189,F,S0156,F,S0029,M
BAC009S0722W0337_BAC009S0704W0182_BAC009S0243W0450,S0722,M,S0704,M,S0243,F
BAC009S0422W0245_BAC009S0109W0319_BAC009S0242W0406,S0422,M,S0109,M,S0242,F
BAC009S0235W0482_BAC009S0358W0400_BAC009S0081W0367,S0235,F,S0358,F,S0081,M
BAC009S0115W0391_BAC009S0057W0491_BAC009S0029W0278,S0115,M,S0057,M,S0029,M
BAC009S0083W0161_BAC009S0128W0279_BAC009S0057W0233,S0083,M,S0128,F,S0057,M
BAC009S0347W0488_BAC009S0035W0146_BAC009S0122W0384,S0347,F,S0035,M,S0122,M
BAC009S0191W0421_BAC009S0039W0325_BAC009S0662W0388,S0191,F,S0039,M,S0662,F
BAC009S0339W0261_BAC009S0064W0134_BAC009S0510W0409,S0339,F,S0064,M,S0510,F
BAC009S0518W0410_BAC009S0114W0428_BAC009S0186W0215,S0518,F,S0114,M,S0186,F
